file_name,primary_segment,combined_label,band_energy_ratio_CH11_CH16_500_1000Hz,wavelet_CH19_d3_energy,CH18_peak,CH3_spectral_centroid,wavelet_ratio_CH2_CH19_d3,wavelet_ratio_CH16_CH19_d3,wavelet_CH14_d4_energy,CH6_dom_freq,wavelet_CH16_d2_energy,band_energy_CH2_200_500Hz,CH12_crest
Sample3.csv,0,M0_G0_LA1_RA1,-0.6386656255063841,0.16962930077834992,-0.4745099379944167,0.2867348836786094,-0.3010324533639756,-0.011644211061378626,0.5006104336595947,-0.4088666352447654,-0.5725354337004127,-0.3765093857537185,-0.5674120750450807
Sample3.csv,0,M0_G0_LA1_RA1,-0.6282891193087315,0.42290429980242583,-0.6012788718805324,0.3951287731547446,-0.384578116609179,-0.09421653674131261,0.49369314699257283,-0.4088666352447654,-0.5575032269145731,-0.336133826024188,-0.5070608945379536
Sample3.csv,0,M0_G0_LA1_RA1,-0.6386623461512151,0.9581326928643424,-0.2804921775305117,0.32895379564235816,-0.5297310155900993,-0.2686049709361113,0.5719844487288479,-0.4088666352447654,-0.5524904126532534,-0.31161453918089727,-0.44505947737482976
Sample3.csv,0,M0_G0_LA1_RA1,-0.634671711811912,0.8759280704899953,-0.5426572806659845,0.2954904764342089,-0.5266661776583503,-0.2046835866737115,1.2850787398297177,-0.4088666352447654,-0.608301777298582,-0.4050279683535614,-0.40195877236753175
Sample3.csv,0,M0_G0_LA1_RA1,-0.6386618031127258,0.5415453275280669,-0.5294403725167053,0.30893579755801787,-0.4663062696382395,-0.09491658742772621,0.2839711183284462,-0.08513036621734345,-0.5396656985712805,-0.34317533557187124,-0.5107833724487103
Sample3.csv,0,M0_G0_LA1_RA1,-0.6357474441074726,0.17415494867292175,-0.5369074360330817,0.299220363450902,-0.3894966122496247,-0.06124094951347058,0.7276431895472486,-0.08513036621734345,-0.5112917046036131,-0.2111832776690117,-0.5184293068383256
Sample3.csv,0,M0_G0_LA1_RA1,-0.6219618387903149,0.7181846725456129,-0.32563191358556,0.30529318478462975,-0.5002020560148057,-0.1516604892565129,0.8298078806589634,-0.4088666352447654,-0.49122136827315244,-0.3162580395053395,-0.6081454296199337
Sample3.csv,0,M0_G0_LA1_RA1,-0.6373902775796612,0.4005550741191032,-0.5197763878545913,0.3745553291794774,-0.41249804098504816,-0.15774422848793468,1.1533247561878386,-0.4088666352447654,-0.6440344093778219,-0.35108360007217493,-0.6205777914223775
Sample3.csv,0,M0_G0_LA1_RA1,-0.6320998454700263,0.8679292913217289,-0.37766027283315556,0.32589425956536194,-0.5322067234962781,-0.167119328114068,0.6230687680533245,-0.4088666352447654,-0.5100483697795567,-0.3836441435282335,-0.550294018986033
Sample3.csv,0,M0_G0_LA1_RA1,-0.6314672507922252,0.4328109458058257,-0.23004938647556267,0.2734970695221422,-0.4462668912918478,-0.05044682492816706,0.4568786190259735,-0.4088666352447654,-0.18270693881556035,-0.24948838851704092,-0.37621662322796107
